"name","description","accountIDs"
"tom-lab","Thomas Plisson's lab environment","UpWindConsulting_Dev1||UpWindConsulting_Dev1::0b46ae8d-00a1-463e-a65d-ff1755227c08||UpWindConsulting_Dev2::0b46ae8d-00a1-463e-a65d-ff1755227c08||Dev3::0b46ae8d-00a1-463e-a65d-ff1755227c08||UpWindConsulting_Sales1::0b46ae8d-00a1-463e-a65d-ff1755227c08||UpWindConsulting_Sales2::0b46ae8d-00a1-463e-a65d-ff1755227c08||dbae05d8-64f8-4340-899b-aa524be8e2df||devops-lab-100||gcp-gcs-pso||panw-lab-1||panw-lab2||tom-az-mg-dev1-nested1::0b46ae8d-00a1-463e-a65d-ff1755227c08"
